,Unnamed: 0,sent1,sent2,similarity,pool_DSBERT,pool_CBERT,cls_DSBERT,cls_CBERT,predicted_MINILM
164,164,A nude lady is walking in front of many people in body paint,A nude lady is walking in front of a crowd in body paint,0.925,0.9765512,0.9797206,0.9835894,0.9890379,"(0.98843515, 0.95735174)"
165,165,"An old, topless woman is covered in paint",A nude lady is walking in front of a crowd in body paint,0.525,0.9209574,0.90657145,0.9260297,0.9297288,"(0.79939693, 0.5020574)"
166,166,"A young, topless woman is covered in paint",A nude lady is walking in front of many people in body paint,0.625,0.916874,0.9137113,0.9291893,0.93054014,"(0.79723877, 0.49880606)"
167,167,There is no lady walking in body paint in front of a crowd ,"A young, topless woman is covered in paint",0.55,0.8910982,0.8952081,0.90253395,0.9065489,"(0.8496772, 0.57932174)"
168,168,A group of children in uniforms is standing at a gate and there is no one kissing the mother,A group of children in uniforms is standing at a gate and one is kissing the mother,0.7,0.98655725,0.9859605,0.9897506,0.9883982,"(0.9723066, 0.84458333)"
169,169,A crowd of people is near the water,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,0.15,0.9238322,0.92860794,0.9260398,0.94194674,"(0.52845925, 0.25222805)"
170,170,A group of mothers in uniforms is standing near the children and one is kissing the gate,A crowd of people is near the water,0.175,0.9144329,0.9270767,0.9081619,0.93659914,"(0.5146793, 0.24580297)"
171,171,A group of people is near the ocean,A group of children in uniforms is standing at a gate and one is kissing the mother,0.2,0.93115765,0.9277775,0.92991793,0.9450327,"(0.5215997, 0.24712646)"
172,172,A crowd of people is far from the water,A group of children in uniforms is standing at a gate and one is kissing the mother,0.0,0.90979874,0.92111385,0.9063891,0.918529,"(0.5241099, 0.15032548)"
173,173,A crowd of people is near the water,A group of children in uniforms is standing at a gate and one is kissing the mother,0.2249999999999999,0.91560584,0.9239436,0.9048493,0.91726625,"(0.51698065, 0.21631518)"
174,174,A man is in a parking lot and is playing tennis against a large wall,A lone man is in a parking lot and is playing tennis against a large wall,0.925,0.994244,0.9943286,0.98799944,0.9960377,"(0.9535219, 0.89186144)"
175,175,A man is pointing at a silver sedan,A man is pointing at a car,0.8500000000000001,0.9539729,0.97179365,0.9682268,0.97043514,"(0.78948176, 0.7798731)"
176,176,A man is pointing at a silver sedan,There is no man pointing at a car,0.7749999999999999,0.93644077,0.9377385,0.95957565,0.94503564,"(0.74332786, 0.5733378)"
177,177,A man is pointing at a car,A man is in a parking lot and is playing tennis against a large wall,0.3249999999999999,0.8981477,0.8965409,0.9370903,0.93215644,"(0.6047971, 0.23962344)"
178,178,A man is pointing at a silver sedan,A lone man is in a parking lot and is playing tennis against a large wall,0.0999999999999999,0.8962225,0.88994944,0.93344015,0.9305074,"(0.5114163, 0.15594855)"
179,179,A man is pointing at a silver sedan,A man is in a parking lot and is playing tennis against a large wall,0.075,0.8928049,0.8952962,0.93569773,0.93349797,"(0.5211897, 0.17351212)"
180,180,"A man, a woman and two girls are walking on the beach","A man, a woman and two girls are sitting on the beach",0.525,0.9883461,0.9887518,0.98935103,0.98918605,"(0.94771683, 0.80300367)"
181,181,"A man, a woman and two girls are sitting on the beach",A group of people is on a beach,0.8500000000000001,0.91051793,0.924268,0.9313065,0.9304458,"(0.90236783, 0.64675903)"
182,182,"A man, a woman and two girls are walking on the beach",A group of people is near the sea,0.7,0.92361295,0.92898834,0.9464856,0.94562423,"(0.7731651, 0.44635803)"
183,183,An Asian woman in a crowd is carrying a black bag,An Asian woman in in the midst of many people is carrying a black bag,0.95,0.9685201,0.96461016,0.9807631,0.9937282,"(0.98287493, 0.9404025)"
184,184,An Asian woman in in the midst of many people is carrying a black bag,A girl with a black bag is on a crowded train,0.625,0.9346429,0.9046954,0.9419011,0.93325293,"(0.6825883, 0.4484977)"
185,185,There is no girl with a black bag on a crowded train,An Asian woman in a crowd is carrying a black bag,0.4,0.91064227,0.9321129,0.90329206,0.9424876,"(0.63839215, 0.33347523)"
186,186,An Asian woman in a crowd is carrying a black bag,A cramped black train is on the bag of a girl,0.275,0.9270639,0.9379017,0.93028134,0.9519611,"(0.6385843, 0.32226056)"
187,187,A girl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,0.55,0.93833196,0.929103,0.9405262,0.93752694,"(0.68716735, 0.45084447)"
188,188,There is no dog chasing another or holding a stick in its mouth,A dog is chasing another and is holding a stick in its mouth,0.725,0.97620326,0.9719627,0.9704721,0.9682975,"(0.95584375, 0.8051636)"
189,189,A dog is chasing another and is holding a stick in its mouth,A dog is chasing a stick and holding another dog in its mouth,0.55,0.98862207,0.98644835,0.98761696,0.9884284,"(0.9743851, 0.9401237)"
190,190,There is no dog running and carrying an object in its mouth,Two dogs are running and carrying an object in their mouths,0.625,0.9630358,0.95819724,0.96796465,0.9377853,"(0.89603657, 0.6089429)"
191,191,Two dogs are running and carrying a toy in their mouths,A dog is chasing another and is holding a stick in its mouth,0.8,0.9347129,0.9243406,0.94149697,0.9242002,"(0.7647752, 0.5341376)"
192,192,There is no dog running and carrying an object in its mouth,A dog is chasing another and is holding a stick in its mouth,0.525,0.96255565,0.94490767,0.9633002,0.95200473,"(0.788834, 0.5078878)"
193,193,There is no dog chasing another or holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,0.725,0.9325937,0.9142771,0.9520754,0.91519475,"(0.811609, 0.505245)"
194,194,A person who plays soccer is kicking a ball into the goal,A soccer player is kicking a ball into the goal,0.975,0.9799819,0.9823811,0.98380023,0.97671187,"(0.98177004, 0.9330236)"
195,195,A soccer player is kicking a ball out of the goal,A soccer player is kicking a ball into the goal,0.8500000000000001,0.98442256,0.98523146,0.9915773,0.9918737,"(0.97508466, 0.90834147)"
196,196,A dirty soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,0.7,0.9629814,0.9385799,0.96648663,0.82884276,"(0.8390738, 0.60002375)"
197,197,A soccer player is kicking a ball into the goal,A soccer ball is not rolling into a goal net,0.4499999999999999,0.95762116,0.93221825,0.9480823,0.8245765,"(0.8644228, 0.5960041)"
198,198,A man is resting on a chair and rubbing his eyes,A man is sitting on a chair and rubbing his eyes,0.825,0.9946158,0.9956884,0.99582726,0.99744755,"(0.9648675, 0.93807817)"
199,199,A man is sitting on a chair and rubbing his eyes,A tattooed man is on a sofa and is holding a pencil,0.35,0.8831574,0.9063618,0.90961784,0.90913486,"(0.67357725, 0.40029907)"
200,200,A brown and white dog is resting in the grass,A brown and white dog is running through the tall grass,0.73375,0.97582275,0.9548135,0.9831904,0.96221995,"(0.8972508, 0.6540671)"
201,201,A black and tan dog is running through the low and green grass,A white and tan dog is running through the tall and green grass,0.75,0.99343115,0.99112177,0.9963202,0.9925591,"(0.8987043, 0.7836151)"
202,202,A white and tan dog is running through a field,A brown and white dog is running through the tall grass,0.75,0.9733031,0.9708893,0.977725,0.9747732,"(0.7867062, 0.6553458)"
203,203,A brown and white dog is moving through the wild grass,A white and tan dog is running through the tall and green grass,0.65,0.9667264,0.9568308,0.9700663,0.9633666,"(0.819882, 0.70584863)"
204,204,A white and tan dog is running through the tall and green grass,A brown and white dog is resting in the grass,0.6,0.96068007,0.94992393,0.96822834,0.94104266,"(0.8238544, 0.5808883)"
205,205,There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,A man is sitting near a bike and is writing a note,0.425,0.9110672,0.93193007,0.92834157,0.92087734,"(0.6898457, 0.34468412)"
206,206,A man is sitting near a bike and is writing a note,A sitting man is busy writing something in an area covered by paint,0.55,0.95800054,0.9396401,0.96609354,0.90506065,"(0.68841743, 0.52198845)"
207,207,A man is sitting near a bike and is writing a note,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,0.675,0.94322467,0.9463248,0.95127094,0.93903327,"(0.7170443, 0.5000198)"
208,208,Some people are walking,Some people are standing,0.625,0.9754522,0.9738184,0.98223734,0.98213404,"(0.8260575, 0.40276977)"
209,209,A group of scouts are hiking through the grass,People are walking,0.65,0.8664928,0.85853755,0.92860174,0.846277,"(0.7315507, 0.3870383)"
210,210,Some people are standing,A group of scouts are hiking through the grass,0.2,0.839461,0.85559773,0.92134696,0.8390806,"(0.6266321, 0.1562508)"
211,211,A group of explorers are walking through the grass,Some people are walking,0.7749999999999999,0.8821892,0.8859342,0.937869,0.8440152,"(0.76860934, 0.5576429)"
212,212,Two men are taking a break from a trip on a snowy road,Two men are taking a break from a trip on a road covered by snow,0.975,0.9880375,0.9864547,0.990613,0.98359764,"(0.97948503, 0.9781626)"
213,213,Two men are taking a break from a trip on a snowy road,Two men are walking on a snowy road,0.575,0.9672915,0.9666227,0.9801444,0.98569065,"(0.9473366, 0.7896672)"
214,214,Two men are holding bikes and standing on the side of a road covered of snow,Two men with bikes are on the side of a snowy road,0.925,0.95618045,0.9524709,0.96078604,0.92462516,"(0.96638405, 0.87337446)"
215,215,Two men are taking a break from a trip on a snowy road,Two men are holding bikes and standing on the side of a road covered of snow,0.7,0.9467679,0.93281746,0.95168984,0.9429815,"(0.80408806, 0.59532917)"
216,216,Two men with bikes are on the side of a snowy road,Two men are taking a break from a trip on a road covered by snow,0.55,0.94293004,0.9515259,0.9541223,0.95382535,"(0.818638, 0.68831575)"
217,217,Two men with bikes are on the side of a snowy road,Two men are walking on a snowy road,0.725,0.96499604,0.9750184,0.97695947,0.97267175,"(0.8660022, 0.7462095)"
218,218,Two men with bikes are on the side of a snowy road,Two men are breaking into a car during a trip on a snowy road,0.3,0.9466357,0.9539908,0.9537609,0.96570385,"(0.80084974, 0.60128295)"
219,219,Two men with bikes are on the side of a snowy road,Two men are taking a break from a trip on a snowy road,0.675,0.9568109,0.96040416,0.9634922,0.97082937,"(0.8442464, 0.71447796)"
220,220,Two men are standing near the water and are holding fishing poles,Two men are standing near the water and are holding tools used for fishing,0.875,0.98042697,0.979192,0.98196876,0.9729399,"(0.8988531, 0.85250235)"
221,221,There is no man standing near the water and holding fishing poles,Two men are standing near the water and are holding fishing poles,0.6,0.9735353,0.97538865,0.97190154,0.95351523,"(0.91870487, 0.65520906)"
222,222,Two men are holding some water standing near fishing poles,Two men are standing near the water and are holding fishing poles,0.65,0.9824619,0.97326267,0.9868961,0.97628105,"(0.98536897, 0.9734236)"
223,223,Two men are holding fishing poles,Two men are holding some water standing near fishing poles,0.4,0.95270705,0.9668726,0.96901417,0.9784457,"(0.9377152, 0.8935803)"
224,224,Two men are standing near the water and are holding fishing poles,Two men are holding fishing poles and fishing tackle,0.725,0.95452356,0.96418905,0.97477865,0.9834513,"(0.93857104, 0.88104916)"
225,225,Two men are not holding fishing poles,Two men are standing near the water and are holding fishing poles,0.65,0.94811994,0.95930946,0.9716008,0.9727747,"(0.9205278, 0.76028967)"
226,226,Two men are standing near the water and are holding fishing poles,Two men are holding fishing poles,0.8500000000000001,0.9403603,0.9597456,0.95948946,0.9770524,"(0.963361, 0.9169234)"
227,227,The helmeted girl is perching on a bike,The girl with a helmet is perching on a bike,0.975,0.9781852,0.98451984,0.9844406,0.98842865,"(0.99529636, 0.98437756)"
228,228,A woman is jumping with a bicycle,The helmeted girl is perching on a bike,0.4499999999999999,0.91222507,0.9325398,0.93048316,0.96082973,"(0.7819916, 0.39356005)"
229,229,A blond girl is riding the waves,A blond girl is looking at the waves,0.7,0.9041933,0.93400645,0.9402138,0.9497541,"(0.96200174, 0.84271455)"
230,230,A blond girl is riding the waves,A blond girl waves while she is riding,0.55,0.96158195,0.96595246,0.9314888,0.91472334,"(0.9185302, 0.913533)"
231,231,A lady is surfing and riding a wave,A woman is surfing,0.8999999999999999,0.8614864,0.8014931,0.9256334,0.8721928,"(0.93071914, 0.847059)"
232,232,A boy is surfing and riding a wave,A blond girl is riding the waves,0.65,0.94345427,0.95682144,0.96916974,0.97199655,"(0.74220234, 0.46563727)"
233,233,A lady is surfing and riding a wave,A blond girl is riding the waves,0.75,0.941733,0.9482714,0.96907073,0.9686622,"(0.80762255, 0.595289)"
234,234,Two children and an adult are standing next to a tree limb,Three people are standing next to a tree limb,0.8999999999999999,0.94451916,0.9573435,0.9438429,0.9528363,"(0.9494184, 0.8459443)"
235,235,Two children are hanging on a large branch,Two children are climbing a tree,0.8,0.91720855,0.9545733,0.9531138,0.97002184,"(0.7703937, 0.5915359)"
236,236,There is no child hanging on a large branch,Two children are hanging on a large branch,0.575,0.9517716,0.95671594,0.9619608,0.94718266,"(0.93124247, 0.6783644)"
237,237,Two children and an adult are standing next to a tree limb,There is no child hanging on a large branch,0.35,0.88643986,0.93210846,0.90222156,0.937371,"(0.73388296, 0.43479526)"
238,238,Three people are standing next to a tree limb,Two children are hanging on a large branch,0.375,0.91683125,0.94126517,0.9388323,0.9320828,"(0.7007153, 0.38011658)"
239,239,Two children are hanging on a large branch,Two children and an adult are not standing next to a tree limb,0.35,0.929469,0.9533693,0.94536203,0.9639633,"(0.7626092, 0.57067794)"
